1686	1
5914	2
8678	3
5587	4
5470	5
5505	6
4004	7
5090	8
539	9
3066	10
9778	11
2309	12
2058	13
6378	14
7407	15
4927	16
2245	17
9123	18
3811	19
5597	20
9335	21
7226	22
2577	23
8861	24
35	25
1728	26
3569	27
9491	28
6617	29
8472	30
7027	31
6689	32
1832	33
3487	34
6913	35
9357	36
280	37
6733	38
9435	39
2333	40
1678	41
6469	42
4624	43
5194	44
3665	45
2975	46
174	47
4863	48
2582	49
4866	50
8451	51
5927	52
932	53
9292	54
4441	55
2581	56
5060	57
1475	58
8011	59
982	60
8686	61
2965	62
8412	63
6299	64
3645	65
5122	66
8462	67
3145	68
7631	69
806	70
3094	71
7304	72
3213	73
2941	74
9267	75
9627	76
1256	77
6656	78
5137	79
9446	80
5258	81
880	82
9782	83
7948	84
1825	85
9290	86
3228	87
6901	88
6400	89
8264	90
4319	91
2050	92
2015	93
2732	94
230	95
8319	96
8135	97
2193	98
192	99
5221	100
6361	101
9008	102
1517	103
5796	104
8720	105
608	106
7314	107
1090	108
6694	109
2428	110
4608	111
6013	112
247	113
4743	114
2855	115
1858	116
3169	117
505	118
1178	119
2288	120
4487	121
6910	122
9009	123
9878	124
5349	125
4295	126
176	127
202	128
5531	129
1888	130
1291	131
5268	132
6940	133
8367	134
376	135
2331	136
289	137
5947	138
9861	139
3765	140
1026	141
1940	142
3717	143
9355	144
566	145
9876	146
9219	147
863	148
7863	149
6247	150
8896	151
3598	152
4663	153
6611	154
5260	155
8293	156
5703	157
5517	158
5254	159
9860	160
9191	161
2036	162
1916	163
1035	164
9663	165
860	166
770	167
6380	168
8528	169
7189	170
9027	171
311	172
8537	173
6787	174
907	175
302	176
243	177
1839	178
1594	179
4256	180
4364	181
2892	182
8912	183
3100	184
9868	185
3844	186
4409	187
8633	188
479	189
1521	190
2420	191
9531	192
6133	193
3930	194
8556	195
7992	196
7860	197
568	198
8781	199
9756	200
9277	201
721	202
2459	203
3332	204
1093	205
5208	206
5563	207
8280	208
5986	209
6125	210
8745	211
6643	212
9011	213
2907	214
3515	215
9622	216
4257	217
9327	218
4378	219
1342	220
2530	221
4304	222
2560	223
4338	224
1013	225
2229	226
6445	227
7598	228
9600	229
8953	230
3047	231
2035	232
3344	233
665	234
7688	235
8365	236
8290	237
7640	238
205	239
8655	240
4876	241
9893	242
838	243
1410	244
8417	245
5809	246
2005	247
7714	248
8631	249
897	250
1326	251
3983	252
1804	253
3063	254
5459	255
8124	256
4041	257
2880	258
1058	259
719	260
4342	261
4858	262
6824	263
3435	264
567	265
3354	266
9811	267
6779	268
9421	269
9337	270
7139	271
8728	272
1792	273
7028	274
6621	275
9758	276
5284	277
4292	278
4541	279
4671	280
9356	281
7890	282
6527	283
1769	284
6037	285
9601	286
8616	287
7278	288
7872	289
8986	290
5736	291
3863	292
9320	293
1497	294
8529	295
7414	296
2621	297
5202	298
7244	299
17	300
2964	301
6510	302
4764	303
3178	304
1651	305
1631	306
3407	307
178	308
7470	309
5656	310
7496	311
4080	312
8310	313
8485	314
5032	315
8105	316
6997	317
738	318
8016	319
9773	320
1226	321
2989	322
88	323
3700	324
5054	325
6184	326
8209	327
8003	328
5608	329
8270	330
6381	331
869	332
3795	333
2714	334
7523	335
105	336
9485	337
7167	338
5803	339
7046	340
7521	341
6674	342
2879	343
8433	344
632	345
6935	346
5570	347
394	348
154	349
8427	350
7305	351
9289	352
7852	353
193	354
2817	355
8909	356
5621	357
2359	358
126	359
1745	360
2885	361
3159	362
7500	363
9837	364
3500	365
4279	366
7567	367
53	368
8981	369
4827	370
2224	371
2508	372
2528	373
612	374
5977	375
9661	376
3156	377
962	378
9854	379
8077	380
7819	381
2835	382
3797	383
9635	384
6757	385
5377	386
2299	387
4142	388
7109	389
1937	390
9438	391
4637	392
2157	393
7061	394
5061	395
1140	396
5287	397
2376	398
2462	399
3578	400
8010	401
3714	402
1239	403
8176	404
8143	405
5309	406
2562	407
3273	408
7579	409
4495	410
4078	411
3941	412
4481	413
8552	414
1060	415
1953	416
1808	417
6544	418
4766	419
9460	420
4442	421
9405	422
5222	423
7779	424
3321	425
1723	426
8447	427
1002	428
2233	429
1620	430
346	431
1857	432
8241	433
1120	434
5756	435
7862	436
3979	437
9569	438
6157	439
8966	440
6493	441
8549	442
8850	443
4405	444
279	445
5117	446
8082	447
4047	448
4105	449
607	450
4937	451
8934	452
7006	453
5840	454
8640	455
6846	456
6118	457
8710	458
2612	459
4387	460
7601	461
7483	462
6804	463
824	464
2395	465
5390	466
3141	467
5492	468
1866	469
4150	470
2503	471
4924	472
5661	473
9077	474
964	475
4414	476
1310	477
2928	478
9501	479
4489	480
9685	481
9540	482
7696	483
1432	484
235	485
3384	486
7803	487
9787	488
1264	489
1667	490
9703	491
4445	492
8454	493
6902	494
3405	495
7751	496
8774	497
6745	498
476	499
2281	500
5720	501
5146	502
7448	503
5159	504
8213	505
5107	506
2292	507
3393	508
217	509
778	510
6159	511
2597	512
2715	513
6806	514
6727	515
6409	516
8237	517
6625	518
3386	519
4845	520
4881	521
8060	522
3542	523
6588	524
1972	525
4706	526
2945	527
8171	528
338	529
5635	530
7798	531
8466	532
9023	533
7808	534
9774	535
3510	536
1646	537
4396	538
1535	539
5737	540
4358	541
626	542
7611	543
7456	544
2150	545
4369	546
2553	547
5897	548
488	549
4917	550
4796	551
1219	552
8471	553
7480	554
3997	555
7960	556
7644	557
9489	558
827	559
9256	560
8225	561
2118	562
482	563
2737	564
340	565
5009	566
8435	567
4698	568
4633	569
5171	570
2002	571
4780	572
133	573
5515	574
8379	575
4683	576
8153	577
9530	578
5396	579
3641	580
3587	581
6664	582
6697	583
8228	584
7148	585
8510	586
7152	587
9348	588
9177	589
9221	590
1458	591
3802	592
4967	593
1704	594
3896	595
317	596
4950	597
5357	598
3024	599
5216	600
6672	601
7545	602
9894	603
7693	604
6182	605
5969	606
327	607
7217	608
9881	609
2293	610
1418	611
9499	612
4822	613
4898	614
1068	615
5018	616
2708	617
6045	618
2854	619
664	620
5440	621
9346	622
8322	623
1861	624
1679	625
9070	626
21	627
9402	628
883	629
5811	630
6180	631
1948	632
7775	633
3016	634
2821	635
3442	636
7394	637
9919	638
4154	639
4915	640
8174	641
6151	642
9132	643
8731	644
3617	645
1260	646
4814	647
7078	648
2909	649
1281	650
7884	651
2218	652
5334	653
487	654
6243	655
6923	656
5439	657
165	658
2751	659
1356	660
8248	661
4044	662
403	663
6430	664
112	665
9587	666
5074	667
3707	668
889	669
3779	670
6382	671
3497	672
8808	673
2805	674
3202	675
1727	676
3437	677
42	678
5871	679
7660	680
4946	681
6119	682
3390	683
3049	684
1402	685
7546	686
8664	687
1224	688
3496	689
4479	690
3296	691
7989	692
3696	693
7594	694
5740	695
4349	696
2659	697
1969	698
7168	699
4114	700
2274	701
3742	702
6695	703
7183	704
8339	705
3604	706
5852	707
3973	708
7455	709
6539	710
8881	711
9519	712
3545	713
4920	714
5726	715
9099	716
6446	717
6339	718
8179	719
6270	720
8837	721
2712	722
1997	723
590	724
4792	725
8969	726
6115	727
4332	728
1721	729
3290	730
8418	731
316	732
578	733
4949	734
3440	735
8560	736
775	737
4160	738
2641	739
7691	740
4836	741
2595	742
1663	743
3653	744
2550	745
9173	746
3711	747
4689	748
9321	749
7830	750
2729	751
2497	752
1919	753
9230	754
5167	755
2210	756
6374	757
5948	758
8744	759
226	760
874	761
6051	762
8521	763
196	764
7864	765
5614	766
9031	767
2024	768
4694	769
7628	770
5356	771
2799	772
9779	773
8490	774
1710	775
3882	776
3502	777
138	778
1543	779
6546	780
6176	781
9171	782
1974	783
5189	784
7686	785
7243	786
4	787
8527	788
2592	789
9249	790
1482	791
5224	792
7298	793
5729	794
700	795
5337	796
3180	797
553	798
6876	799
3450	800
1954	801
5275	802
5874	803
2502	804
8770	805
1931	806
3388	807
6711	808
7009	809
386	810
2196	811
7445	812
6710	813
5064	814
804	815
7918	816
4783	817
5790	818
4980	819
7458	820
3153	821
6863	822
6423	823
9625	824
8657	825
3870	826
6775	827
2269	828
9137	829
692	830
2152	831
382	832
