101	1044	4	15.54
124	757	3	18.83
204	276	4	30.9
1280	14	6	17.22
120	148	5	10.67
285	14	12	8.35
333	133	3	15.35
945	14	5	7.81
190	157	9	62.66
648	155	5	46.58
976	14	4	4.37
57	152	4	6.8
103	258	4	7.44
103	325	3	5.86
107	1496	3	18.14
103	460	3	8.14
214	14	14	5.03
129	286	3	13.15
1174	14	5	11.14
183	14	25	15.77
123	320	4	19.45
101	715	5	17.13
110	101	118	229.06
110	247	3	7.13
1559	12	4	29.26
748	108	3	13.9
101	278	7	13.17
239	302	3	24.02
526	14	8	10.63
354	108	3	8.78
854	120	4	27.65
1308	102	3	12.62
493	14	11	21.39
116	414	3	13.45
812	116	4	27.22
152	911	3	26.17
109	138	18	49.31
130	334	3	14.86
274	101	9	21.31
122	137	4	5.5
1872	14	3	7.14
155	102	42	171.52
112	195	4	10.67
102	696	4	14.44
119	386	4	20.14
145	1360	5	54.67
124	248	7	36.78
317	122	5	26.41
794	14	8	18.27
2617	14	3	11.31
110	427	4	17.45
193	107	4	6.85
157	131	4	11.25
212	1643	3	35.79
107	931	3	15.08
124	219	4	14.64
119	439	3	14.2
102	637	3	8.45
120	608	4	24.41
342	111	4	16.58
115	186	4	10.59
851	14	5	6.64
1937	106	3	21.62
597	108	4	18.96
1581	120	3	24.07
109	377	5	20.94
1043	518	6	92.43
584	110	7	45.79
1811	14	3	5.24
213	102	7	12.78
112	224	3	7.79
104	410	3	7.95
104	462	4	14.17
136	145	10	42.98
112	180	3	5.34
104	260	7	22.48
242	224	3	21.33
101	1510	3	11.65
145	287	3	16.05
1531	12	3	19
151	214	4	22.1
1661	14	3	5.24
669	14	5	4.86
148	463	3	20.94
154	122	4	8.82
101	289	5	6.96
109	1964	3	22.28
102	1221	4	19.9
538	106	6	32.24
111	193	3	5.54
176	153	5	25.68
109	634	3	12.94
159	154	6	31.42
130	745	6	51.51
1309	14	4	6.51
258	14	13	8.44
107	354	6	25.71
355	106	3	8.55
875	14	7	15.17
107	558	6	32.83
3121	14	3	11.31
118	130	5	5.28
299	115	3	11.03
12	453	12	80.07
103	366	7	27.19
307	14	13	13.58
117	187	3	6.66
1809	101	3	13.16
125	1230	3	23.17
2190	14	3	7.14
102	409	3	5.68
106	899	3	14.79
123	175	4	11.01
132	115	8	14.8
102	153	35	120.49
571	202	9	107.63
1107	14	6	14.29
1000	222	3	32.18
120	178	3	6.1
58	147	4	8.26
1498	103	3	15.58
102	1486	3	13.81
103	115	68	196.1
57	117	26	77.76
1706	14	3	5.24
2899	14	3	11.31
151	527	3	22.06
157	210	4	22.87
101	498	6	18.25
2483	12	3	25.67
1741	14	3	5.24
105	312	10	46.74
105	237	7	21.03
110	189	3	4.53
133	172	5	18.88
1492	14	3	3.98
2598	14	3	11.31
403	158	4	30.91
109	172	19	81.05
966	411	3	36.78
410	14	11	15.72
2631	14	3	11.31
1399	14	3	3.98
841	14	5	6.64
805	139	3	23.07
207	107	3	4.13
304	103	3	5.31
321	101	8	20.67
110	124	20	43.36
310	106	3	7.47
203	102	6	7.91
101	326	8	21.28
102	755	3	9.5
957	102	3	10.83
157	161	4	18.12
1139	101	3	10.48
130	1429	4	36.77
105	150	17	47.35
213	138	5	26.35
1222	14	5	11.14
2854	106	3	26.09
106	1906	3	21.62
103	203	11	32.34
107	1362	4	27.6
102	1437	3	13.81
106	688	3	12.83
101	920	4	14.34
107	600	3	12.11
2094	14	3	7.14
926	120	4	28.74
1193	14	4	6.51
162	153	7	38.43
183	1	3	7.27
12	108	24	14.63
115	1090	4	29.48
107	345	4	13.72
533	107	5	24.39
125	360	3	14.79
109	652	3	12.94
865	14	8	20.83
1359	14	6	22.63
124	546	3	16.75
205	739	3	28.97
101	218	14	35.04
101	262	18	68.72
133	154	3	7.12
133	206	3	10.56
109	154	15	49.12
109	206	3	4.42
701	106	5	27.37
2308	12	3	25.67
1291	110	3	18.38
115	141	7	15.38
342	140	3	17.35
150	153	3	10.08
178	14	40	53.21
106	182	4	5.4
2042	14	3	7.14
516	12	5	23.23
537	14	8	10.63
106	627	4	18.98
713	141	6	54.82
276	107	3	6.7
146	103	15	28.09
57	136	30	139.07
103	138	16	26.63
264	102	5	9.23
1614	14	3	5.24
226	106	3	4.92
2	112	30	103.99
101	655	3	6.45
101	775	4	12.43
121	746	3	18.46
1434	14	5	13.78
138	149	3	7.76
445	14	8	7.93
1376	14	3	3.98
102	474	8	34.41
370	121	3	13.41
147	124	3	4.15
128	1568	3	26.41
135	236	3	12.93
796	12	3	13.65
1405	14	4	8.11
2669	14	3	11.31
103	293	3	4.98
1065	106	3	15.63
329	102	4	7.84
1346	124	3	23.35
130	609	3	18.82
12	521	4	16.57
153	254	6	42.21
1338	892	4	64.97
571	139	3	20.76
599	14	11	27.93
132	173	23	162.3
1524	14	5	18.86
1538	193	3	34.61
143	122	11	37.67
1633	14	4	10.41
227	290	6	55.71
1002	12	6	42.43
101	425	4	7.52
101	561	3	5.64
373	107	6	26.25
1209	21	3	19.01
12	2297	3	25.67
122	21	9	8.87
267	105	5	13.68
3007	14	3	11.31
213	115	14	82.71
787	137	7	67.45
109	241	41	358.47
507	102	4	11.43
919	14	4	4.37
2235	14	3	7.14
263	14	28	67.57
104	192	9	23.36
112	358	3	11.93
101	1374	3	11.65
113	134	11	26.2
103	1061	3	13.39
113	270	4	15.4
131	276	4	19.75
101	245	13	36.49
101	305	12	39.99
671	672	8	128.31
403	101	3	3.88
133	110	9	12.69
1029	108	3	16.14
12	726	7	45.63
121	333	3	12.92
451	101	4	7.9
202	108	11	41.65
454	356	13	191.15
290	109	3	7.35
102	650	3	8.45
102	958	3	10.83
1120	14	4	5.31
286	110	4	13.11
154	182	3	13.1
466	102	3	6.53
151	211	3	14.59
1071	14	5	9.26
101	1455	5	27.57
104	217	5	9.79
198	21	5	13.74
102	1724	3	15.35
113	147	9	25.6
665	14	11	30.99
379	163	3	21.01
519	14	8	10.63
158	179	4	19.99
107	161	10	26.01
147	171	4	16.92
370	105	3	7.6
102	273	4	6.03
132	102	37	80.56
2481	110	3	27.87
103	102	183	399.54
340	122	4	20.18
771	14	7	13.3
156	499	3	22.47
1833	12	4	34.24
104	986	5	28.74
152	162	3	11.25
1289	101	3	10.48
218	107	3	4.76
57	213	11	57.84
117	398	3	13.24
1757	14	3	5.24
828	14	6	10.49
1419	14	5	13.78
432	14	7	4.78
187	107	5	9.7
518	1830	3	45.52
1929	107	4	35.19
461	687	3	35.74
1684	14	3	5.24
12	122	10	5.21
104	683	7	41.24
101	2054	3	15.32
2	113	10	15.5
135	210	9	56.01
1134	298	3	35.99
649	101	3	6.45
507	138	3	19.49
106	1128	4	25.31
104	246	7	21.03
1034	14	4	5.31
105	134	11	11.27
119	525	3	15.29
1320	12	4	26.65
101	395	4	6.83
131	560	3	18.36
2245	14	3	7.14
1224	108	4	25.99
231	12	4	8.38
887	12	6	39.99
252	14	18	20.09
104	348	5	16.62
1217	303	3	36.19
185	110	3	4.25
263	396	4	38.78
345	14	10	9
104	430	4	13.29
150	325	3	18.66
314	14	10	6.61
154	151	3	10.44
174	12	7	14.18
110	232	3	6.63
105	522	5	22.2
205	738	3	28.97
131	176	3	8.22
106	541	4	17.68
101	217	8	11.6
101	320	9	25.52
113	121	12	21.51
112	466	3	13.71
565	101	4	9.76
1099	14	4	5.31
135	132	16	71.49
1749	14	3	5.24
135	284	3	14.48
117	138	5	7.77
308	124	4	19.18
189	700	3	27.39
520	14	7	7.43
102	350	3	4.77
1589	12	5	42.8
102	248	6	11.64
1820	14	3	5.24
276	106	4	10.72
264	101	13	40.24
121	1641	3	24.55
101	1796	4	21.39
1861	12	3	21.2
57	135	15	47.99
57	271	3	10.03
811	12	10	85.66
318	2219	3	41.89
241	150	5	31.9
132	124	5	7.08
1391	14	3	3.98
1648	14	4	10.41
582	14	6	6.14
107	118	22	35.23
111	150	10	28.62
678	12	5	26.69
671	1941	3	47.46
112	359	6	32.73
109	242	12	57.61
110	127	11	16.23
109	1513	4	28.09
115	349	3	12.32
101	246	15	46.89
1214	14	6	17.22
103	1649	3	17.13
216	151	4	22.1
144	133	5	13.29
101	424	5	11.55
101	500	4	8.76
104	1216	3	15.15
873	14	7	15.17
12	2298	3	25.67
105	167	7	11.55
105	251	3	4.87
109	360	4	14.52
643	107	10	74.08
136	130	7	19.21
335	115	4	18.47
1952	14	4	15.09
406	106	8	42.05
1313	12	5	37.42
984	14	4	4.37
104	262	5	12.73
953	14	4	4.37
1933	14	3	7.14
198	110	4	8.61
109	487	3	11.24
915	120	3	19.39
175	14	38	44.63
2006	14	3	7.14
106	151	8	13.84
199	129	3	9.74
121	406	13	108.04
680	103	3	10.63
104	1677	3	17.91
101	940	3	8.74
501	14	7	6.66
265	172	4	27.68
108	337	3	8.55
1042	111	3	18.15
103	101	85	34.73
2	457	3	15.42
111	199	4	9.64
111	283	4	14.08
2	125	6	8.55
700	116	5	34.56
140	667	3	21.59
786	14	5	5.67
1829	14	3	7.14
117	172	11	47.57
351	14	11	11.8
1230	137	4	37.16
219	186	3	17.89
102	444	4	10.52
102	392	11	50.7
123	160	7	24.5
681	105	3	11.82
121	823	3	19.12
172	107	55	378
12	2	19	27.14
107	253	14	72.19
2705	14	3	11.31
135	209	3	11.62
450	14	10	14.39
1369	14	4	8.11
109	789	4	21.42
937	101	4	14.34
201	107	11	40.9
1586	141	5	59.49
710	14	6	7.97
677	14	6	7.97
168	111	8	24.55
12	434	5	21.29
485	101	8	29.83
1605	101	3	13.16
101	446	3	4.38
101	598	6	20.97
157	121	4	8.87
115	139	4	4.68
296	120	9	54.72
224	108	4	8.84
1195	14	5	11.14
127	304	3	13.53
110	361	3	10.18
109	458	3	10.88
2979	14	3	11.31
497	106	4	16.58
2105	14	3	7.14
518	101	3	5.28
101	1217	3	10.48
104	425	7	31.9
113	105	80	281.44
113	167	5	12.44
106	1129	3	16.63
104	245	4	7.79
140	157	3	8.92
883	14	8	20.83
918	14	8	24.23
101	343	6	13.37
101	192	7	6.05
117	206	3	7.59
334	14	8	4
1262	14	7	26.4
163	108	4	4.41
302	14	16	22.35
12	541	3	11
107	470	4	16.47
1112	14	4	5.31
111	373	3	10.92
103	324	4	9.94
1128	14	4	6.51
543	103	3	9.23
122	274	3	11.31
1026	101	4	15.54
164	329	3	20.06
1451	108	4	27.88
181	2662	3	40.27
1734	14	4	10.41
1818	108	5	44.35
657	14	5	4.17
1705	14	4	10.41
206	208	3	18.33
106	165	5	6.73
246	697	3	30.51
124	351	4	20.43
405	14	9	9.21
1464	14	3	3.98
1823	14	3	5.24
110	102	40	30.16
500	110	4	18.86
179	253	3	18.81
1493	14	4	8.11
196	290	3	21.39
744	14	8	18.27
102	1815	3	15.35
101	1406	3	11.65
284	118	14	97.04
129	711	3	19.78
101	1389	3	11.65
1794	14	3	5.24
2522	12	3	25.67
111	858	3	16.55
113	149	8	22.71
118	1101	3	20
608	222	4	40.36
12	965	3	14.38
157	132	6	22.15
598	594	3	36.36
886	119	3	18.44
131	583	3	18.82
119	542	6	41.12
684	14	7	11.75
1676	14	3	5.24
335	102	5	12.26
102	2066	3	17.53
1527	14	3	5.24
1440	154	3	29.73
57	109	70	266.03
108	139	8	10.24
2099	14	3	7.14
2130	14	3	7.14
404	102	6	19.61
906	108	3	15.29
1579	101	3	13.16
1017	355	7	105.87
101	953	3	8.74
641	101	3	6.45
143	109	11	22.13
103	1123	4	20.77
102	595	8	39.81
1183	108	3	17.14
12	198	4	6.19
907	133	5	44.01
105	948	4	21.17
273	14	20	32.58
129	130	9	25.06
257	2507	3	44.47
437	266	3	28.25
473	122	4	23.02
1945	14	3	7.14
254	12	3	5.52
111	134	11	21.7
973	14	9	33.95
142	1274	3	26.27
320	14	23	62.15
168	140	4	15.54
1310	141	3	26.11
586	107	3	12.11
940	14	4	4.37
2050	14	4	15.09
1061	14	5	9.26
108	472	4	16.74
1666	106	3	19.41
1173	14	4	6.51
186	14	32	35.84
135	121	5	7.86
57	437	6	36.67
118	1229	4	31.19
106	900	3	14.79
1138	14	4	6.51
219	14	27	39.24
167	173	4	20.23
625	12	11	83.13
144	335	4	25.66
604	14	6	6.14
342	365	4	41.38
115	566	3	15.52
179	118	13	63.13
755	108	6	38.19
1442	14	3	3.98
112	166	7	20.93
141	160	3	9.38
105	162	7	11.06
1151	1134	7	140.87
422	141	3	18.83
243	138	3	14
542	1314	3	42.13
101	567	9	39.51
101	499	4	8.76
102	771	4	15.24
115	155	3	4.47
224	122	3	9.36
583	110	3	13.53
336	101	4	5.67
101	410	6	15.5
112	265	3	9.53
112	145	10	27.56
101	1233	3	10.48
1775	14	3	5.24
253	122	4	16.32
185	102	12	26.19
453	14	9	11.95
497	120	4	22.65
2554	14	3	11.31
109	398	3	9.67
1518	14	3	3.98
591	14	6	6.14
104	289	3	5.47
101	260	6	9.04
321	102	3	4.21
210	132	5	23.3
1530	12	3	19
737	740	4	56.13
2001	108	4	35.47
398	107	14	94.7
330	181	3	21.49
365	107	4	14.06
129	315	3	14.12
129	164	8	34.48
268	108	3	6.74
101	1933	3	15.32
57	384	11	80.15
999	14	5	9.26
103	534	3	8.84
222	14	24	29.87
2210	14	4	15.09
107	1210	4	25.7
404	138	3	18.13
666	107	7	43.81
115	664	3	16.46
187	120	3	6.87
495	107	3	10.89
874	14	7	15.17
103	1367	3	15.58
107	333	5	19.05
1951	14	3	7.14
1314	12	4	26.65
222	361	3	24.71
104	635	5	23.91
279	14	14	12.61
117	140	9	24.07
129	167	4	12.07
247	194	4	29.04
222	110	7	25.39
143	133	3	5.26
102	170	43	200.36
106	2472	3	26.09
120	197	3	7.45
12	507	3	10.22
101	399	6	14.92
1510	14	4	8.11
583	14	6	6.14
1426	108	4	27.88
247	1975	3	39.49
1649	14	3	5.24
1540	14	4	10.41
548	14	10	20.27
679	12	4	19.18
698	14	5	4.86
569	12	6	32.47
112	210	7	28.67
104	294	12	56.73
196	102	6	7.44
1392	14	5	13.78
2578	14	3	11.31
332	106	3	8.09
216	107	5	12.41
167	201	4	22.84
101	219	9	14.89
133	311	4	21.97
154	107	8	15.84
230	101	5	4.54
107	746	6	37.77
130	2711	3	33.28
368	14	16	32.44
2605	14	3	11.31
109	311	5	18.5
141	101	31	56.72
1748	14	3	5.24
539	133	5	37.33
122	159	3	5.63
122	310	3	12.43
111	1094	3	18.15
663	14	5	4.17
2712	108	3	26.6
106	200	4	6.85
299	169	6	48.82
1813	107	3	19.71
675	111	3	15.3
303	108	3	7.56
523	122	3	16.14
431	102	3	5.95
103	176	6	7.67
169	158	4	19.31
104	1041	3	14.16
237	153	3	15.96
110	638	4	21.29
932	14	6	12.16
132	378	3	15.95
850	101	3	8.05
884	14	5	6.64
375	111	3	11.17
135	358	11	94.25
125	276	12	86.39
1593	107	3	19.71
101	1708	3	13.16
102	192	17	52.44
244	110	3	7.13
12	133	11	12.82
147	14	91	184.09
1194	14	4	6.51
101	686	3	6.93
143	507	6	49.79
496	106	5	23.21
990	14	5	7.81
