122	2792	7
14	4793	4
11191	1473	3
1994	3593	3
1382	8995	4
147	6004	1
124	4527	5
105	1297	1
1592	5803	2
10172	2540	2
106	5519	3
120	5955	4
287	9124	3
110	4871	4
101	8627	3
126	8627	0
14	3575	7
145	3224	6
156	6890	5
14	8159	5
13311	1260	3
104	7833	0
101	7696	5
102	628	6
278	8488	5
1216	9606	4
109	2830	0
320	619	6
3003	7440	6
14	2302	5
523	2857	2
2803	2524	4
116	4185	4
1013	161	7
770	1392	4
2277	9155	3
347	9049	5
129	6965	3
103	3154	6
21	1356	6
5233	21	0
654	9436	2
1298	7247	3
4182	933	3
14	8562	7
417	2248	0
5568	679	0
7541	7803	6
104	6935	0
7817	5145	7
1	6735	4
111	8013	1
248	175	1
9516	6789	1
157	9732	2
3726	7650	2
7905	5169	0
531	3020	3
112	9009	0
622	1154	5
14	5707	5
14	4485	7
3363	6130	5
2	3710	0
292	8080	3
14	1123	7
102	6927	4
4693	4862	5
102	869	9
228	7563	2
119	1157	3
169	9579	1
112	9336	0
1237	3533	4
107	9365	3
101	2028	5
9144	770	2
109	4149	0
7275	5497	2
232	9522	4
108	1463	6
1350	5543	0
373	4080	1
14	3660	6
6728	2909	5
101	6757	6
135	9810	0
465	7320	1
102	2089	2
12530	7445	1
14	8782	4
6863	134	2
2994	5715	3
14050	1692	6
8360	7880	5
2126	9135	3
271	5259	0
182	8261	3
12479	192	4
2027	3557	3
1579	5661	0
102	911	5
14	7395	6
361	4666	4
2671	6981	1
238	7715	0
125	6112	0
14	9479	4
1076	1707	3
102	3495	2
11876	908	5
8610	1873	1
108	7600	5
14	3010	6
424	7338	4
221	3553	4
115	3113	2
110	6609	3
174	5017	0
111	371	2
12665	8552	1
175	9626	5
153	8895	3
58	2298	6
145	3617	2
1059	4876	3
193	3121	4
161	4215	4
101	3142	3
12839	1466	2
14	1704	6
446	8693	6
815	6772	2
14	5248	4
7	8304	6
110	6486	1
283	2131	6
10804	6330	1
2165	470	1
244	9768	4
469	6606	2
131	9418	1
2781	6444	4
14	1293	24
106	281	3
6986	3251	0
119	9764	5
149	5749	1
180	6677	4
6510	1744	0
134	1781	2
121	5264	2
117	8257	1
14	5127	6
14	5065	4
102	1924	2
1187	6918	1
110	4272	4
350	7080	8
10552	7646	5
110	2807	5
111	9625	1
114	3395	0
109	2686	0
1822	12	2
13683	7439	4
104	7470	0
152	3581	0
103	909	3
10264	4939	1
107	563	3
101	9101	5
166	751	2
5474	609	0
102	1549	4
177	7581	0
114	3972	0
8561	6022	0
110	1247	2
110	2096	5
160	8152	2
14	3207	7
6998	3405	0
953	5573	4
110	3518	5
12	4333	3
3226	718	0
104	6759	0
110	5303	2
14	6630	5
349	452	1
220	3623	6
143	365	0
21	1010	4
105	7841	2
217	4399	3
11180	2660	2
14	3072	5
109	4080	0
13216	7369	3
111	6941	5
1134	5123	8
1637	3092	4
161	8191	3
989	1733	1
110	5721	4
5571	3171	6
118	7236	3
113	2383	0
101	9770	3
3308	5745	7
14	4137	6
218	3874	4
1848	1081	0
101	1600	4
130	8620	3
1536	989	0
265	882	2
1463	7586	8
492	9453	2
101	8547	3
947	5510	3
105	4135	1
704	6141	4
137	4438	1
334	6170	3
107	9529	2
850	3004	1
110	7286	5
2005	4847	1
127	3689	2
574	1652	4
57	4075	0
1032	2744	1
126	8547	0
8688	5410	1
5019	1027	7
107	9847	4
370	6504	6
9332	9790	2
121	8626	1
11238	1164	2
4454	21	5
3329	1678	0
10433	168	4
104	7310	0
102	3659	1
159	4724	1
1497	3917	3
123	4818	7
14	6214	5
115	552	3
1303	9305	2
747	4344	4
350	5197	1
102	5378	4
792	850	4
8397	5718	0
111	5308	4
157	6713	2
104	7111	0
14	44	8
789	2966	2
6012	8741	4
235	4859	0
1845	2450	4
2520	8382	0
13552	4945	6
2965	1376	2
318	1629	2
1	3131	3
1467	2812	5
10243	6523	1
1310	9653	3
1943	1904	2
102	7521	6
128	2566	3
436	7630	0
2360	1259	0
11827	9151	4
14	8643	8
12542	5585	5
128	3976	3
794	4563	5
122	5363	3
894	1632	0
13992	7319	5
14	4709	5
282	9266	5
2551	5392	4
1490	8431	3
571	1221	1
148	6628	1
245	7346	1
106	5459	2
117	8135	0
123	7672	5
663	5939	5
21	6302	6
1104	4280	4
195	7833	3
1205	7364	3
108	4918	6
339	7604	5
985	5288	2
14	5100	3
14	9248	6
302	1745	4
62	9663	6
2874	1069	2
2366	1234	1
310	5546	5
9153	6046	7
106	4884	6
108	3192	5
105	8608	1
13160	9130	3
14	6218	4
657	5708	1
14	323	3
14247	2352	4
1895	5126	0
244	7593	3
1272	2038	3
1275	679	5
9651	8424	7
209	4127	1
14	7491	6
3803	9916	3
14	8622	6
4986	6833	3
1481	5411	1
102	3382	4
103	3519	1
205	4783	2
102	9277	4
169	2609	1
12925	898	5
6409	4730	4
316	7296	3
374	4334	0
1590	8815	0
7623	6062	9
1245	5914	2
291	1445	0
149	4271	2
14	8571	8
130	7986	2
103	8506	1
10988	7779	4
58	3751	7
12	2558	1
544	6437	0
117	8063	0
14	2743	8
153	3751	4
1080	2717	3
1109	1489	2
317	2763	1
21	1455	5
2004	6965	1
110	7685	4
1487	3854	1
14	6834	6
147	3124	11
1081	3504	5
103	4849	2
410	7304	1
656	7601	2
187	5343	3
356	5897	5
3801	9576	5
124	3269	5
1006	535	0
1745	17	2
125	5880	0
12	1752	2
122	2946	2
1059	3414	1
293	9968	1
233	654	2
105	3930	1
393	9839	4
384	9296	1
784	2841	4
170	3920	4
1454	8512	3
111	684	2
2042	3645	6
382	1493	0
250	4428	6
14	6867	9
144	863	0
14	4241	6
10980	7347	4
1921	8907	0
251	3203	3
105	6102	1
167	2192	1
6310	4482	1
8019	4697	9
215	1074	4
11963	3543	1
184	2616	0
4776	9657	5
131	7921	3
101	3870	1
101	1087	4
2617	4252	5
394	9890	1
133	8362	3
130	9171	3
1559	3204	0
141	6129	2
107	3210	2
849	4391	6
105	4255	1
1082	6412	4
105	7280	6
556	5708	4
253	8250	1
14	8212	3
117	8051	1
124	4745	3
359	9807	1
146	6514	0
1	8105	4
1247	4540	4
221	7448	2
185	2872	3
102	6610	1
1800	9558	3
9613	3385	5
107	4036	4
13980	2461	3
2568	2114	7
4726	238	1
103	82	3
1384	6797	6
104	7921	0
57	9816	0
478	1622	0
14	8605	5
175	8770	3
103	661	3
137	6057	5
154	3014	1
3765	784	1
101	2393	5
109	2918	0
124	9666	4
101	3287	5
14	7984	7
13823	3497	3
14	7671	7
14	6713	5
268	2797	3
234	2503	0
104	7039	0
103	6132	1
279	3789	5
167	4688	2
2622	4843	1
14	4796	10
166	9338	1
498	7291	1
278	1034	6
12	4572	5
112	9093	1
2503	5791	0
14	3154	9
345	7321	5
14	4401	6
169	6581	2
14	6672	3
327	1398	6
2388	1769	0
14	2395	11
106	3242	12
262	7432	6
1548	1117	1
113	2135	0
649	5702	2
14	478	4
191	4196	2
884	7943	1
10786	1778	1
123	2314	4
743	9379	0
103	7093	2
101	7318	3
166	2303	1
103	3220	2
11545	8001	2
829	6891	1
1286	7620	5
219	9982	4
14	4977	4
2121	2720	6
14	345	6
6437	9537	3
14	1687	4
111	4515	2
121	2465	1
412	7491	1
12492	6676	4
57	9535	0
776	7169	4
109	2758	0
121	8362	1
57	3124	0
1062	2705	3
5745	9014	8
101	1745	2
14	1210	8
14	6617	7
109	6697	2
104	6879	0
139	4331	3
398	4113	1
1343	7457	5
1281	8564	2
14	3711	5
155	2862	3
109	3471	0
575	4713	0
101	3447	5
586	6705	5
3076	7856	1
8215	5580	0
14	3256	5
1067	1419	1
101	5246	2
172	4117	1
688	5473	2
12	186	1
583	7389	4
102	3347	3
142	26	0
108	1037	3
14	6494	5
1	6658	3
119	8179	4
2177	5918	4
1010	996	0
14	789	5
131	6164	2
8798	6451	0
112	9097	0
3961	2082	6
58	8047	7
14	5172	5
14	3737	8
102	3222	4
1550	1767	0
4058	5058	3
1299	4686	5
119	7476	4
1572	753	8
21	9579	6
14	7921	8
102	7422	4
112	9408	0
138	8228	1
141	7548	6
276	5151	7
10054	2804	3
14	4538	5
300	9943	0
115	3805	1
14	4989	5
5417	4795	4
180	6817	5
640	4924	6
8999	8793	1
10516	4674	3
7739	6417	2
14	6930	6
135	9962	0
101	5682	1
101	4604	3
134	7174	2
12765	4999	1
14	9307	12
4363	3078	1
109	2762	1
1805	2845	3
102	9053	2
4565	7522	1
334	9901	4
276	5969	1
110	8591	4
123	6240	1
925	7617	3
428	5099	2
113	2042	0
617	7332	5
1516	2131	7
1762	6920	8
106	2946	3
422	568	2
315	1528	6
1612	5932	5
632	4132	3
120	7791	4
4393	8088	3
14	8817	6
125	5976	0
103	1719	2
7625	5510	5
11431	417	6
120	6440	2
11823	2004	5
346	7837	6
101	3670	10
14	1820	5
526	1406	5
124	8132	3
14243	2848	5
4401	4962	3
103	8477	1
159	4073	1
14	1499	5
102	6839	6
4119	7359	2
487	4141	2
156	238	5
124	1034	4
117	8024	0
14	6131	7
103	3480	1
6820	1317	11
12	3159	1
122	269	1
14	5555	5
7786	7888	6
116	9823	6
4705	51	1
1659	6160	5
14	6904	8
14	85	5
14	9749	8
122	4578	3
14	658	5
1723	4394	1
13726	7419	6
10630	9053	1
7026	201	1
14	4282	7
14	3545	8
128	6321	1
14	6004	5
11640	411	8
101	6740	2
14	476	3
14	6046	9
8791	6440	0
14	9206	6
160	3140	3
14	5178	3
101	6426	4
125	5855	0
265	2825	2
134	9765	2
191	2984	2
14	9983	4
2486	5534	0
3327	1655	0
2541	9721	0
4408	8433	4
499	3637	2
820	633	2
105	3965	1
396	7390	1
149	8110	1
4549	2905	3
228	6772	4
14	4311	9
8606	6504	3
1251	7781	4
4380	4468	1
215	4214	3
14	8092	4
192	5516	3
102	2326	2
5892	5770	4
2131	3163	6
57	2673	3
14	2237	4
14	4624	9
841	4114	5
101	2418	4
101	9019	3
157	2887	4
14	4854	4
13180	4901	7
8734	7656	7
184	2591	0
3642	9405	4
298	1470	8
133	6505	1
110	1710	4
14	1495	4
4699	2734	2
4102	6535	8
103	9951	2
102	1148	2
101	5680	6
9092	8586	5
212	8719	1
123	5130	3
1478	1685	5
14	1943	6
204	8856	5
12360	6852	6
2762	3734	4
101	3449	3
10174	5263	3
131	8315	1
4480	6111	6
327	9244	3
144	888	0
279	7499	1
441	4240	5
428	9195	2
120	4165	4
1074	4251	2
101	31	2
12343	236	6
14	3391	5
102	6514	3
102	4691	6
5897	425	2
105	2524	8
14	628	8
442	5599	1
234	2528	0
104	7000	0
14	9971	5
132	8124	1
7540	8187	6
927	1098	14
106	1766	5
14	4088	5
3810	7832	3
231	1570	8
1361	91	5
1009	208	9
21	4194	4
321	7744	5
754	6962	1
156	9800	5
14	8080	5
201	2898	1
401	9363	3
445	8203	2
104	7894	0
14	9085	5
152	3589	0
107	1218	1
2280	238	4
21	1412	4
471	5106	7
14	6809	7
9725	817	4
104	7185	0
259	851	1
57	9400	0
10160	6921	1
216	8923	3
188	1272	4
101	2430	5
101	1425	2
109	2881	0
111	6219	1
4774	3673	3
369	9010	2
101	8284	3
11026	1165	4
1390	6520	2
429	1868	1
120	6723	3
1448	7569	3
14	4950	4
118	4052	3
6587	4279	1
150	3527	2
58	4011	4
151	6638	2
4242	147	1
172	9392	2
712	6385	2
641	5885	1
58	8004	6
1534	7853	11
130	3793	3
1058	5886	7
122	1903	2
4902	7418	2
101	54	4
515	5523	0
820	4605	1
3051	9473	4
104	6904	0
14	8349	7
11809	4912	1
844	4391	7
103	5747	1
14	5365	8
911	3582	2
588	5763	5
1651	5836	4
403	507	0
399	9981	8
103	1692	3
1283	7787	8
101	6326	5
110	749	10
12	3634	4
104	7601	0
14	8218	5
106	6406	2
14	6969	7
108	1642	1
5473	9657	1
1242	5136	5
101	1941	8
222	1169	9
9303	6223	4
114	3548	0
109	2785	0
593	3304	3
6316	1373	2
333	6499	5
103	5117	1
116	8855	11
107	3651	4
1496	2483	7
110	8612	5
14	6654	7
221	2425	2
119	5052	1
264	5609	6
102	1488	3
136	3627	0
101	4178	5
112	9447	0
103	663	4
5300	124	0
272	6073	2
766	9969	1
1956	2969	7
172	9980	1
106	7562	7
369	2290	3
408	9865	1
456	2552	15
107	9933	3
133	9190	2
4795	7806	7
14	1724	5
166	8050	2
12629	22	5
1658	6931	3
4023	7634	4
1609	9573	7
3052	3563	5
5604	1092	1
5203	5	0
14	5139	5
633	8684	4
3186	764	8
101	5596	5
2035	4776	3
2565	7406	2
103	7696	3
14	7292	6
3386	6129	5
14	8337	6
227	6640	0
183	2078	3
113	2013	0
109	6210	1
208	2208	3
14	2458	6
14	3668	4
204	2773	8
101	884	3
12563	9259	1
11669	6924	2
727	255	0
14	2909	6
171	7349	1
1512	7812	6
125	6015	0
244	2999	3
14	5530	3
14	6965	6
105	2452	1
400	7359	6
4868	7448	4
2897	3079	5
553	541	4
221	8889	3
14	1845	3
169	1168	2
280	2312	8
101	2581	4
325	8220	2
185	9144	2
499	5340	7
10955	2494	1
136	3731	0
8086	2579	4
165	7977	6
10105	5040	3
101	1292	5
326	3296	6
102	7265	4
1382	7068	7
4773	6568	4
102	7846	4
217	7397	1
281	8735	1
121	6228	4
107	9845	3
1692	2101	1
123	7864	5
203	9377	2
14	2383	8
2803	4800	4
117	8298	0
388	9659	3
219	7950	5
14	4514	7
10858	2624	7
283	4598	2
1374	7047	6
112	8982	0
2	3673	0
149	5849	2
14	1667	7
5298	127	0
106	2131	5
105	7939	5
12518	1263	4
412	8948	4
58	8989	7
2096	3369	4
115	2315	1
1668	4541	3
244	7214	3
2664	659	3
271	5292	0
4287	9939	2
12	4294	2
5459	728	5
14	8233	6
14	6117	3
108	6101	10
970	3593	6
125	6087	0
14	3045	6
180	8211	3
2105	8442	4
106	187	4
102	8453	2
882	4164	1
135	9845	0
14	7235	4
3270	5775	4
101	6722	6
101	4451	3
193	7996	3
218	3872	3
14	2914	4
176	8658	4
139	9910	2
14	5863	6
12336	3232	2
1455	5106	6
5345	2477	7
109	6648	4
845	4446	3
21	3315	7
14	7778	9
107	9406	2
1290	4770	3
131	8676	3
1126	8700	1
230	9394	3
110	1393	4
14	454	6
58	8059	4
808	6247	0
316	5778	7
8062	3828	8
9646	5375	4
3144	2442	7
1430	148	1
9194	5338	15
14	1679	6
108	7186	2
14	321	4
703	5299	3
10285	4283	4
805	4360	0
115	3785	2
11282	8890	2
4066	9772	8
115	5262	3
111	8951	1
880	1154	4
915	4252	1
142	578	0
14	427	8
118	7821	5
101	6158	5
143	330	0
13755	1254	3
14	6593	5
3518	5503	0
13294	566	4
1049	8219	2
198	2479	2
4185	4024	5
103	5708	3
114	3428	0
352	1359	2
110	1599	2
57	3243	0
2530	2369	5
101	4463	2
9538	764	5
2125	4965	1
2	9808	5
155	9715	3
1636	1311	3
104	7433	0
14	8354	5
14087	5958	4
14	8805	5
152	3869	0
511	133	1
126	8420	0
1735	7314	1
201	8108	1
551	7748	3
14	2926	5
114	4003	0
1004	1152	2
101	2721	5
2163	9609	4
108	6907	2
14	1960	4
14	7429	9
8065	5787	4
118	6954	3
202	9410	3
389	848	3
5049	4518	2
117	8172	1
489	8310	7
14	4233	4
3713	1545	2
14	673	6
1896	614	3
148	2336	2
6236	1436	0
14	1839	6
228	3624	1
113	2408	0
4525	4912	7
1971	7492	5
14	6080	4
4071	91	2
21	2586	7
11466	8753	5
101	4545	6
6605	1838	0
3594	6328	0
144	960	0
11524	7144	4
207	7615	2
14	9026	7
122	3295	1
21	1467	6
101	5441	2
222	5701	3
143	234	0
8105	5471	0
101	6574	5
1296	8228	3
14	2633	7
167	4104	2
111	7549	1
118	1251	2
109	3248	0
2110	4330	2
1126	1649	2
3316	3213	5
121	4055	1
2078	6474	2
104	7136	0
102	516	4
5796	1031	0
1703	6717	4
14	6822	5
8997	4620	2
104	7790	0
102	2917	3
120	696	8
101	2030	2
14	6061	10
1407	4493	3
148	2670	4
848	4253	10
126	8516	0
693	2976	5
3410	4411	0
1949	1445	2
104	7337	0
262	2492	8
2345	2533	5
1597	9973	0
200	1355	3
1956	5190	2
4387	4730	2
101	8034	2
2145	9253	4
2310	62	0
368	7855	5
6638	1879	0
14	9453	10
5164	6043	2
120	606	5
57	97	0
304	6868	1
502	2011	3
383	7211	0
105	1962	2
121	5532	1
57	4105	0
115	906	4
176	4025	2
110	5746	5
779	9239	3
101	9729	2
233	920	4
813	4852	5
107	4697	4
3820	4726	1
108	9108	3
115	5291	4
130	9225	2
11852	527	5
12796	414	4
617	5043	2
14	9038	6
227	6703	0
12201	3994	5
2922	50	3
132	4071	2
110	541	3
1967	391	2
376	8471	2
105	4037	1
566	455	4
101	2381	6
315	6343	3
14	7524	6
162	8211	2
14	8585	6
101	7013	4
210	2837	2
14	7972	4
147	8361	9
101	5578	1
122	9567	2
4132	8413	4
12	8996	7
14	3340	6
128	2536	7
537	4987	5
118	934	3
3764	1746	6
9440	7777	3
669	2207	10
137	4340	6
8942	8742	0
1404	6469	4
2892	2373	4
102	7357	5
5393	529	0
160	4238	3
101	542	6
249	175	0
1103	516	7
582	1590	1
130	3646	1
14	8145	3
3240	977	0
116	7153	5
5095	2479	4
1616	3189	1
266	3758	3
820	564	5
1431	3428	6
21	9647	5
14	1176	6
2999	6142	2
2447	5207	2
215	3260	3
13973	7950	4
11591	9548	6
113	2072	0
8337	6458	5
524	8306	7
110	3591	3
3481	4624	1
6320	116	1
7635	2229	2
104	6800	0
546	3461	3
489	6955	1
103	1021	1
101	8506	7
5908	702	4
1886	804	5
506	2560	4
484	9197	0
4157	260	2
3060	1979	4
2373	1533	0
7222	4396	0
105	7766	2
138	5218	1
21	1227	6
609	3667	5
7520	4487	2
4049	5539	1
142	85	0
14	7903	7
202	9980	5
1381	9351	6
1348	4735	0
2066	99	1
2761	2002	3
196	6625	0
5025	1991	8
109	2697	0
114	3508	0
103	6771	4
146	6746	0
14	3006	5
108	9967	4
185	9234	1
14	9595	7
362	5760	5
107	3627	4
101	530	7
136	3651	0
112	9359	0
211	2276	4
476	9661	4
102	1464	3
14	3222	10
14	4597	5
746	5568	5
137	549	2
169	9628	1
117	8378	0
110	4171	5
339	4485	4
137	5380	2
111	5678	1
115	8279	3
14	1748	5
21	6926	6
775	322	3
4518	1874	3
14	858	5
4679	5375	5
1204	3928	5
131	6235	2
1692	3435	1
134	1102	1
106	8098	5
1	4011	3
543	5163	0
145	8920	1
1040	1685	7
757	3944	8
108	1479	4
111	1153	1
123	5582	2
13786	3286	2
160	234	2
8009	5323	0
1578	5568	0
14	413	5
115	7155	3
3326	1648	0
113	1973	0
107	1862	2
14	7188	6
1455	8738	4
2996	8835	2
130	276	3
14190	8613	3
13404	545	1
14	723	3
825	511	7
155	2474	2
14	5718	9
8888	8698	0
693	6836	4
14	5618	3
14	9712	4
12191	4369	2
3667	5421	2
125	5911	0
108	3375	5
8961	8761	1
12	3670	5
135	9893	0
213	3093	0
105	2556	1
396	4478	4
326	1688	5
101	923	1
4751	85	4
299	9650	0
423	4284	4
941	1611	3
119	5972	5
10511	6989	3
105	9726	3
11211	8694	2
2896	8420	2
6573	1818	0
14	6554	6
367	7126	4
241	2711	1
104	7954	1
1285	8259	1
1630	6407	2
1800	376	3
4877	1234	7
14	7641	8
103	7576	1
181	7003	3
5223	7	0
117	7984	0
14	4181	5
5190	5690	2
927	1220	3
2421	2247	4
14	6800	8
106	5184	10
106	2339	5
102	6303	4
1	6442	3
12	5430	6
122	9039	4
948	7288	3
3652	8871	0
13984	8794	3
251	4615	7
308	3313	0
154	1636	3
1827	4947	6
14	5916	5
102	4030	4
102	1183	1
13192	9116	4
961	4993	6
14	6134	9
939	5359	5
4140	4127	5
110	7178	6
130	627	3
2810	9899	4
6754	6401	4
123	7119	3
10860	1248	6
102	3639	2
14	5781	3
2669	3224	7
6769	1961	0
12961	6230	5
219	2577	3
253	4018	6
13157	1719	3
121	7459	2
130	8414	4
837	6362	5
170	8408	3
1706	7757	6
14	9431	6
14	8985	4
4805	8435	5
14	6202	6
8532	5827	0
140	2597	1
21	233	7
105	6772	3
1308	325	3
